ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
491-27-9680|4030299228092023|Deanna|White|F|904 Jay Rest Suite 723|Haymarket|VA|20169|38.8674|-77.6445|19801|Paediatric nurse|1936-04-16|157199405309|adults_50up_female_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|Urbana|OH|43078|40.1066|-83.7671|20885|Toxicologist|1966-10-28|908554315130|adults_50up_female_urban.json
794-87-7070|180050863765993|Brent|Anderson|M|14986 Lopez Station Apt. 981|Woods Cross|UT|84087|40.8874|-111.9027|13983|Scientist, product/process development|1967-01-15|412347758641|adults_50up_male_urban.json
211-89-5176|6512694486959461|Paul|Gutierrez|M|58874 Lane Trail Suite 213|Long Beach|CA|90807|33.8315|-118.1811|471952|Product manager|1956-04-09|772162574642|adults_50up_male_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Brooklyn|NY|11217|40.6816|-73.9798|2504700|Barista|1935-07-03|854465343288|adults_50up_female_urban.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|Germantown|MD|20874|39.1355|-77.2822|82863|Nutritional therapist|1953-12-18|645986493050|adults_50up_female_urban.json
531-02-1125|2704895543937690|Aaron|Thompson|M|184 Arroyo Unions|Bessemer|AL|35023|33.468|-87.0924|71463|Scientific laboratory technician|1939-10-25|283281909609|adults_50up_male_urban.json
833-74-4099|3569735779071412|Janet|Kramer|F|356 Black Branch|Mount Pleasant|TX|75455|33.1733|-94.9695|28293|General practice doctor|1996-04-20|314598870934|adults_2550_female_urban.json
409-87-5604|2702755394237339|Nicolas|Salas|M|33952 David Common|Saint Louis|MO|63137|38.7468|-90.2131|927396|Research officer, government|1968-03-01|6931334095|adults_50up_male_urban.json
044-62-6082|3579472846392088|Rebecca|Mendoza|F|562 Bray Square|Chicago|IL|60628|41.6934|-87.6243|2680484|Scientist, marine|2003-06-04|345573371830|young_adults_female_urban.json
009-02-3453|6011559428434798|Grace|White|F|65564 White Curve Apt. 143|Chicago|IL|60608|41.8515|-87.6694|2680484|Surveyor, building control|1994-06-14|942454203201|adults_2550_female_urban.json
201-19-2451|30026728857441|Justin|Bradley|M|20347 Shannon Isle Suite 558|Tucson|AZ|85710|32.2138|-110.824|865276|Surveyor, hydrographic|1951-12-16|893060472234|adults_50up_male_urban.json
353-03-6747|2289399824558773|Steve|James|M|2256 Sweeney Cliffs Apt. 253|Denver|CO|80221|39.838|-104.9988|990452|Interior and spatial designer|1994-10-07|718620520120|adults_2550_male_urban.json
728-35-9919|4475987622023410|Christine|Sanders|F|78006 Dalton River|Franklin Park|IL|60131|41.9339|-87.8734|18097|Designer, furniture|1981-11-29|717621652546|adults_2550_female_urban.json
317-30-4054|3572282005577842|Joshua|Taylor|M|979 Mills Route|Harwood Heights|IL|60706|41.9643|-87.8162|23134|Social research officer, government|1969-04-06|997762397943|adults_50up_male_urban.json
494-70-3722|2445642400825475|Joseph|Watts|M|4064 Laura Plaza Suite 368|Winter Garden|FL|34787|28.5423|-81.5911|46083|Press sub|1980-10-24|272278386916|adults_2550_male_urban.json
733-95-6386|6011416389448467|Chelsea|Jones|F|1797 Graves Overpass|West Harrison|IN|47060|39.3008|-84.881|6448|Emergency planning/management officer|1957-07-22|18557023491|adults_50up_female_urban.json
051-69-0363|4442703120735649|Rachel|Jimenez|F|0512 Joseph Lock Apt. 872|Weston|ID|83286|42.0446|-111.9715|1241|Engineer, agricultural|1937-03-05|927264966457|adults_50up_female_rural.json
837-49-0207|2246730371837644|Timothy|Moore|M|881 Olson Hills|Palos Heights|IL|60463|41.6621|-87.7927|14671|Engineer, civil (contracting)|1968-07-04|976505596881|adults_50up_male_urban.json
885-86-3569|2246502491630096|Richard|Alvarez|M|1327 Gina Junction|Clarksville|TX|75426|33.6236|-95.0461|5301|Best boy|1961-10-09|391098756160|adults_50up_male_urban.json
158-90-8788|5573585730652407|Karina|Kim|F|739 Amy Islands Suite 498|Chino Hills|CA|91709|33.9797|-117.7308|74796|Designer, multimedia|1983-12-06|580116407639|adults_2550_female_urban.json
461-38-4315|180070862095937|Frank|Brown|M|87829 Morris Row Suite 118|Bigfork|MT|59911|48.1459|-113.9211|7678|Broadcast engineer|1967-04-10|915016055940|adults_50up_male_urban.json
183-05-3311|2531096789940535|Lisa|Jones|F|717 Michael Summit|Guntersville|AL|35976|34.3449|-86.2752|16272|Pathologist|2001-05-31|407257502832|young_adults_female_urban.json
844-79-4356|213114138113867|Chelsey|Fox|F|288 Reese Trafficway|Chula Vista|CA|91915|32.6315|-116.9408|239879|Technical author|1999-12-25|740271815861|young_adults_female_urban.json
720-86-6998|2223868528975581|Wendy|Nguyen|F|6593 Nicholas Plaza Suite 577|Dearborn|MI|48126|42.3349|-83.1801|98153|Occupational psychologist|1989-08-10|794569789978|adults_2550_female_urban.json
292-77-0268|213140433504880|Kristie|Howe|F|07522 Richardson Prairie|Spring|TX|77373|30.0532|-95.3773|316665|Fisheries officer|1958-03-06|280173576486|adults_50up_female_urban.json
095-74-6551|3515727919409615|Penny|Weeks|F|6613 Cynthia Roads Suite 048|Wrens|GA|30833|33.2104|-82.381|4043|Architectural technologist|1951-03-21|594076940942|adults_50up_female_urban.json
154-42-8232|3520679981364629|Brandi|Miller|F|641 Shaw Trail|Southlake|TX|76092|32.9485|-97.1524|26669|Conservator, furniture|1962-03-22|149301794538|adults_50up_female_urban.json
573-26-7994|6011898331465915|Ashley|Gutierrez|F|3559 Kayla Extension Suite 979|Simi Valley|CA|93063|34.3046|-118.6844|126874|Dancer|1970-05-12|49136416256|adults_50up_female_urban.json
205-88-6125|4103924051477056|Daniel|Medina|M|848 Dean Divide|Harwood|ND|58042|46.9565|-96.9654|1386|Adult nurse|1975-12-11|641567640429|adults_2550_male_rural.json
540-06-4186|4439407016451049|Sharon|Banks|F|8157 Jacob Parkway|Norfolk|VA|23518|36.9202|-76.216|242803|Programmer, systems|1973-07-30|24534868377|adults_50up_female_urban.json
254-68-4996|376205554384041|Shawn|Zamora|M|432 Prince Shoals|Annapolis|MD|21403|38.9524|-76.491|92106|Copywriter, advertising|1986-05-09|799240993760|adults_2550_male_urban.json
534-87-3727|6011926495782328|Kevin|Sutton|M|48262 Lonnie Point|Portage|MI|49024|42.1974|-85.6194|47338|Site engineer|2002-01-01|794348195155|young_adults_male_urban.json
189-41-2385|3556647423122092|Lisa|Obrien|F|330 Miller Tunnel|Easthampton|MA|01027|42.3683|-72.7688|17660|Publishing rights manager|1981-01-11|550331711552|adults_2550_female_urban.json
481-92-6127|4772233060463333|Andrea|Ho|F|757 Ronald Trail Apt. 965|Naples|FL|34102|26.134|-81.7953|276002|Nurse, mental health|1990-07-29|630254100367|adults_2550_female_urban.json
550-68-0631|213177038860861|Kelli|Mccoy|F|47644 Jackson Hill|Strongsville|OH|44136|41.3132|-81.8285|44785|Video editor|1993-03-15|59781790776|adults_2550_female_urban.json
530-19-7596|4181298266570277|Kevin|Marquez|M|1452 Christopher Squares|Charlotte|NC|28273|35.1287|-80.9338|790689|Production assistant, television|1987-06-23|397860311539|adults_2550_male_urban.json
537-91-6293|3568602592222062|Eric|Cross|M|2123 Cindy Glen Apt. 777|Madison|WI|53711|43.0356|-89.4526|272940|Speech and language therapist|1973-11-26|7762958252|adults_50up_male_urban.json
506-31-3554|3576719903849837|Amber|Hernandez|F|20994 Knapp Causeway Apt. 622|Stockton|CA|95219|38.01|-121.3698|357430|Higher education careers adviser|2000-09-07|728474083546|young_adults_female_urban.json
717-77-9377|213179501455617|Peter|Bridges|M|7214 Rose Pine|Ardmore|AL|35739|34.9804|-86.8346|5146|Engineer, manufacturing systems|1966-07-12|230621831621|adults_50up_male_urban.json
060-14-9362|3579469548995291|Justin|Stone|M|2934 Aaron Burg Suite 139|Lompoc|CA|93436|34.6583|-120.4506|57355|Patent examiner|1976-10-28|49022933417|adults_2550_male_urban.json
359-72-3479|676334414486|Krista|Wang|F|556 Marilyn Fields|Huntsville|AL|35816|34.7389|-86.6249|190178|Lawyer|1979-05-11|372948439863|adults_2550_female_urban.json
491-61-0583|4727857608495880|Albert|Ray|M|1240 Terrell Road Apt. 996|Highland Springs|VA|23075|37.5437|-77.3226|9819|Embryologist, clinical|1984-11-18|127110381193|adults_2550_male_urban.json
723-41-0519|4173574384215031787|Alexander|Webb|M|57845 Kayla Courts|Rapid City|SD|57702|44.0036|-103.3589|90647|Scientist, clinical (histocompatibility and immunogenetics)|1982-06-28|223908315250|adults_2550_male_urban.json
471-50-8559|5140915701840943|Mark|Clark|M|44857 Joseph Estate|Las Vegas|NV|89104|36.152|-115.1092|1417793|Graphic designer|1938-03-30|13376505558|adults_50up_male_urban.json
574-66-1678|4854249321494|Stephanie|Fernandez|F|07016 Christopher Lock|Henderson|NV|89074|36.0384|-115.0857|264999|Editorial assistant|1973-03-12|655861596199|adults_50up_female_urban.json
645-89-7305|3545381792171746|Melinda|Mckinney|F|3329 Durham Lock Apt. 557|Caryville|TN|37714|36.3028|-84.203|4547|Ranger/warden|1993-03-02|68849460206|adults_2550_female_urban.json
116-45-7843|30245992816152|Justin|Jones|M|769 Allen Gardens Apt. 761|Edgewater|FL|32141|28.9455|-80.8969|24868|Librarian, public|1982-03-04|894247573582|adults_2550_male_urban.json
606-56-7133|3583219719975810|Rodney|Thompson|M|91965 Newman Circle Apt. 329|Jacksonville|FL|32210|30.2687|-81.7473|847415|Academic librarian|1967-08-13|162165414008|adults_50up_male_urban.json
153-58-8705|4997335494651909867|Sarah|Phelps|F|8008 Rodriguez Haven|Cypress|TX|77429|29.9766|-95.6358|122803|Airline pilot|1999-06-27|473456755696|young_adults_female_urban.json
605-51-5213|3566683272386569|Brittany|Bright|F|01027 Proctor Dale|Dallas|TX|75287|33.0005|-96.8314|1263321|Chartered accountant|1979-11-22|704963993110|adults_2550_female_urban.json
881-59-9903|6011786876532696|Adam|Jimenez|M|846 Johnson Camp|Radcliff|KY|40160|37.8267|-85.9404|23574|Tax inspector|1978-02-24|775169734100|adults_2550_male_urban.json
116-75-7890|3528478189137180|Robert|Edwards|M|8077 Berry Isle|Williamsport|MD|21795|39.593|-77.8087|9233|Pharmacist, community|1977-07-16|880372777813|adults_2550_male_urban.json
297-22-0579|3594079290490473|Angela|Wagner|F|2944 Smith Creek Apt. 927|Colfax|NC|27235|36.1003|-80.0103|4136|Merchant navy officer|1965-01-09|192448210387|adults_50up_female_urban.json
802-90-3870|30280512927668|Cynthia|Alexander|F|95041 Gary Locks|Bryan|TX|77808|30.8202|-96.3059|89322|Publishing copy|1989-11-20|520985404788|adults_2550_female_urban.json
240-49-6391|30428604765807|Anne|Schmidt|F|9454 Lang Glens Suite 739|Bakersfield|CA|93309|35.3384|-119.0627|520197|Engineer, broadcasting (operations)|1963-02-12|371600365664|adults_50up_female_urban.json
707-24-5133|213101061817531|Nicholas|King|M|91093 Jean Crest|Staten Island|NY|10314|40.6039|-74.1472|468730|Chartered legal executive (England and Wales)|1959-01-22|665103348898|adults_50up_male_urban.json
385-85-9275|4244717465421409|Janet|Cook|F|4271 Krause Flats|Fairview|TN|37062|35.9755|-87.1321|10745|Travel agency manager|1972-06-02|194959880423|adults_50up_female_urban.json
504-14-2358|180039174101196|Monica|Waters|F|2006 Hernandez Isle|East Hartford|CT|06118|41.7472|-72.6103|51263|Nurse, adult|1996-12-17|2468061102|adults_2550_female_urban.json
725-99-8040|36618306719854|Felicia|Turner|F|158 Miller Mount|Center Cross|VA|22437|37.7929|-76.7548|725|Horticultural consultant|1977-07-14|221825580025|adults_2550_female_rural.json
568-06-6295|4461571732030931|John|Brown|M|8700 Brown Turnpike Apt. 613|Miami|FL|33174|25.7628|-80.3611|1737737|Scientist, research (medical)|1981-01-03|956395061779|adults_2550_male_urban.json
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Horse Cave|KY|42749|37.1849|-85.8785|5245|Warden/ranger|1961-04-04|69666828528|adults_50up_female_urban.json
437-44-6587|349825309251148|Brenda|Perry|F|273 Dennis Turnpike Suite 207|Aurora|IL|60504|41.7523|-88.2453|206095|Catering manager|1928-11-23|4322238535|adults_50up_female_urban.json
092-91-9728|4723248763290927910|Lori|Patton|F|0833 Valerie Court Suite 883|East Elmhurst|NY|11370|40.7611|-73.8916|78303|Psychologist, forensic|1997-02-07|690503315009|adults_2550_female_urban.json
214-36-0870|4277220054365|Danielle|Jensen|F|10822 Todd Crescent Apt. 379|North Las Vegas|NV|89085|36.3097|-115.1981|214518|TEFL teacher|1985-06-07|460961541101|adults_2550_female_urban.json
766-87-5337|4531363631797|John|Zamora|M|97265 Stephen Fields|Wentzville|MO|63385|38.802|-90.8534|35750|Mechanical engineer|1988-10-05|300542724083|adults_2550_male_urban.json
344-17-0526|3542177625349290|Taylor|Lane|M|68739 Hood Harbors|Jacksonville|NC|28540|34.7375|-77.4628|91948|Administrator, education|1976-11-17|471286837656|adults_2550_male_urban.json
254-42-7115|3592906007806868|John|Yates|M|7318 Heather Lodge|Santa Monica|CA|90402|34.0349|-118.503|92043|Engineering geologist|1932-05-23|391412017641|adults_50up_male_urban.json
245-83-1487|675942799072|John|Taylor|M|57016 Schmidt Hill Suite 498|Chino|CA|91710|34.0125|-117.6844|83727|Teaching laboratory technician|1959-01-23|231045526966|adults_50up_male_urban.json
083-80-5501|3585016579055289|Michele|Castro|F|53817 Karen Trace|Van Buren|AR|72956|35.454|-94.3278|34074|Equality and diversity officer|1964-04-18|387923438251|adults_50up_female_urban.json
516-88-6930|4155778817884795134|Stephanie|Ellis|F|2411 Joshua Square|Logan|UT|84321|41.747|-111.8226|64183|Data scientist|2001-02-04|165340472930|young_adults_female_urban.json
534-81-0372|4827567043103856958|Mary|Buchanan|F|887 Torres Curve Suite 243|Wallkill|NY|12589|41.616|-74.1439|17228|Radio broadcast assistant|1959-12-13|847346136203|adults_50up_female_urban.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Humboldt|TN|38343|35.837|-88.9057|15619|Data scientist|1985-08-11|491227929210|adults_2550_female_urban.json
167-69-4941|5167275208854741|Tracy|Webster|F|751 Mccullough Dam|Albuquerque|NM|87120|35.1421|-106.7041|641349|Structural engineer|1962-05-15|335509428125|adults_50up_female_urban.json
412-80-3611|30515093983436|Alison|Ryan|F|186 Tracy Rapids Apt. 562|Bayside|NY|11361|40.7627|-73.7745|47490|Physiotherapist|1952-11-04|422494343629|adults_50up_female_urban.json
013-37-5652|377813767426621|Russell|Harper|M|47851 Davis Lodge|Powell|OH|43065|40.1834|-83.0912|38821|Government social research officer|1973-09-07|190758885169|adults_50up_male_urban.json
474-91-9305|4264870494787301|Rick|Moore|M|714 White Spurs Apt. 014|Mount Kisco|NY|10549|41.205|-73.7299|16638|Research officer, government|1993-11-29|657416577242|adults_2550_male_urban.json
596-62-9267|6571589042902575|Shawn|Taylor|M|45650 Carter Route|Supply|NC|28462|34.0231|-78.2884|11680|Camera operator|1980-04-22|212660437303|adults_2550_male_urban.json
188-98-1549|3585544518952027|Kelly|Watson|F|5213 Wesley Village Apt. 898|Anchorage|AK|99504|61.2037|-149.7447|242037|Ship broker|1967-05-14|608650755338|adults_50up_female_urban.json
775-15-6838|30112075452794|Kelly|Cordova|F|401 David Square|Michigan City|IN|46360|41.698|-86.8699|43625|Curator|1954-11-23|252063243203|adults_50up_female_urban.json
129-27-2134|2311076031089071|Bryan|King|M|0119 Briana Flats|Saint Paul|MN|55113|45.0139|-93.1571|753116|Electrical engineer|1969-06-17|385132297208|adults_50up_male_urban.json
093-19-4545|3552893891190831|Mike|Brandt|M|013 Richardson Radial|Owosso|MI|48867|42.9934|-84.1595|28264|Electrical engineer|2004-12-29|740622725268|young_adults_male_urban.json
186-46-6220|6011836151718278|Pamela|Bush|F|57164 Burke Inlet|Jacksonville|FL|32210|30.2687|-81.7473|847415|Producer, radio|1963-08-26|606560507722|adults_50up_female_urban.json
298-55-3094|2552071678112664|Michael|Madden|M|53539 Martinez Villages|Pittsburg|CA|94565|38.0031|-121.9172|84641|Photographer|1971-11-09|548575559029|adults_50up_male_urban.json
784-92-9535|3565796784271144|Katherine|Hall|F|10170 Patrick Springs|Mc Bee|SC|29101|34.4606|-80.2544|3023|Journalist, newspaper|1971-06-23|331368480731|adults_50up_female_urban.json
639-13-1254|4734778485880062|Spencer|Wilson|M|6770 Gregory Shoals Suite 276|Durham|NC|27713|35.9112|-78.9178|256789|Contractor|1929-02-28|787321019258|adults_50up_male_urban.json
500-98-1793|3588977828064793|Wesley|Jensen|M|5009 David Lakes Suite 905|Haiku|HI|96708|20.9071|-156.3|10220|Museum/gallery conservator|1967-03-28|468569550551|adults_50up_male_urban.json
366-53-5756|676333349113|Sheila|Wilson|F|85076 Adams Square|Pittsburgh|PA|15218|40.4237|-79.89|687276|Psychotherapist, child|2002-09-29|24000231030|young_adults_female_urban.json
387-74-6395|347135785294568|Dakota|Reid|M|344 Kenneth Ports|Chicago|IL|60629|41.7781|-87.7069|2680484|Operational investment banker|2000-10-08|248268879535|young_adults_male_urban.json
761-12-9474|2715419876351481|Regina|Reynolds|F|66498 Powers Plaza Apt. 082|Choudrant|LA|71227|32.5556|-92.5224|3635|Technical author|1942-04-01|234072297265|adults_50up_female_urban.json
844-96-7657|4908357232466513643|Rodney|Lucas|M|936 Daniel Fields Apt. 347|Seeley|CA|92273|32.7941|-115.6948|1823|Radiographer, diagnostic|1961-06-26|465729644572|adults_50up_male_rural.json
038-26-2611|4044820700159416517|Jennifer|Larsen|F|19818 Crawford Course|Queen Creek|AZ|85143|33.1598|-111.5618|120596|Field seismologist|1979-01-04|135720199128|adults_2550_female_urban.json
338-75-6389|3563212347649075|Joseph|Lyons|M|8673 Suarez Drive|Mansfield|MA|02048|42.0212|-71.2178|23184|Medical laboratory scientific officer|1994-08-30|788020077163|adults_2550_male_urban.json
842-40-0346|4034864518376067|Timothy|Hardin|M|34327 Suarez Trafficway Suite 041|Elk Grove|CA|95757|38.4081|-121.4294|162646|Regulatory affairs officer|1990-07-06|809477173301|adults_2550_male_urban.json
862-43-6921|2225815698570021|Lorraine|Gibbs|F|63459 Daniel Gateway|Jonesboro|LA|71251|32.2483|-92.6944|9051|Scientist, clinical (histocompatibility and immunogenetics)|1998-01-19|913829915241|adults_2550_female_urban.json
782-17-9733|4577242954316520|Jennifer|Bennett|F|08931 Gonzalez Squares|Bell|CA|90201|33.9767|-118.1689|101279|Dispensing optician|1997-02-01|438300480397|adults_2550_female_urban.json
440-77-4263|4529108677133345|Dwayne|Snyder|M|3934 Robert Lodge|Decatur|MS|39327|32.4358|-89.1168|4190|Dancer|1964-01-10|317951159508|adults_50up_male_urban.json
242-80-7389|4971072563669|Noah|Scott|M|005 Thomas Knoll|Brunswick|GA|31523|31.2189|-81.546|63812|Trading standards officer|1999-11-27|738473764635|young_adults_male_urban.json
727-96-0746|578964652809|Lauren|Green|F|7215 Thomas Crescent Suite 027|Selinsgrove|PA|17870|40.8224|-76.8682|14564|Health visitor|1936-05-09|398348868136|adults_50up_female_urban.json
290-34-4322|180062572870329|Amy|White|F|2761 Williams Knolls Suite 771|Saint Louis|MO|63131|38.6171|-90.4504|927396|Data scientist|1946-08-19|382783180255|adults_50up_female_urban.json
209-37-2960|4993908926137154|Alexander|Maldonado|M|5915 Anthony Mount|Postville|IA|52162|43.0036|-91.5478|3285|Quantity surveyor|1985-03-08|689144920939|adults_2550_male_urban.json
